name,album,release_year,cluster,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min
Rock And A Hard Place,Steel Wheels,1989,1,18,0.638,0.875,-8.646,0.0369,0.013,0.00024,0.0542,0.911,129.09,5.4206666666666665
Can't Be Seen,Steel Wheels,1989,1,13,0.546,0.902,-8.659,0.0337,0.0577,0.000475,0.214,0.923,142.358,4.17
Almost Hear You Sigh,Steel Wheels,1989,1,26,0.725,0.56,-10.105,0.0245,0.491,0.00531,0.0261,0.762,102.548,4.62
Continental Drift,Steel Wheels,1989,1,12,0.387,0.672,-12.995,0.0405,0.138,0.385,0.248,0.815,127.098,5.228883333333333
Break The Spell,Steel Wheels,1989,1,10,0.526,0.772,-11.983,0.0399,0.18,0.0987,0.279,0.842,193.588,3.1262166666666666
Slipping Away,Steel Wheels,1989,1,15,0.623,0.462,-12.077,0.0297,0.355,1.84e-05,0.111,0.609,102.607,4.482216666666667
One Hit (To The Body),Dirty Work,1986,3,24,0.589,0.967,-3.799,0.0966,0.148,2.17e-05,0.598,0.607,138.353,4.73155
Fight,Dirty Work,1986,0,16,0.449,0.994,-2.701,0.0557,0.257,0.0819,0.93,0.451,157.88,3.1477666666666666
Harlem Shuffle,Dirty Work,1986,3,28,0.738,0.946,-3.473,0.0723,0.0944,0.0744,0.21,0.788,121.74,3.4071
Hold Back,Dirty Work,1986,3,15,0.492,0.997,-2.922,0.0995,0.00471,0.0056,0.361,0.449,144.511,3.8828833333333335
Too Rude,Dirty Work,1986,3,16,0.618,0.828,-5.245,0.0709,0.25,2.12e-05,0.0219,0.859,165.279,3.1771
Winning Ugly,Dirty Work,1986,3,16,0.506,0.932,-3.127,0.0934,0.383,0.0067,0.684,0.6,134.276,4.5277666666666665
Back To Zero,Dirty Work,1986,3,14,0.675,0.933,-4.49,0.0919,0.165,0.0106,0.0762,0.697,105.379,3.9926666666666666
Dirty Work,Dirty Work,1986,0,16,0.432,0.974,-4.048,0.178,0.0764,0.00285,0.0903,0.652,175.257,3.8811
Had It With You,Dirty Work,1986,0,17,0.512,0.986,-2.897,0.229,0.39,0.59,0.0597,0.398,169.018,3.3044333333333333
Sleep Tonight,Dirty Work,1986,2,15,0.486,0.664,-5.317,0.028,0.0623,5.94e-05,0.284,0.375,73.69,5.178433333333333
Key To The Highway - Piano Instrumental,Dirty Work,1986,2,12,0.563,0.141,-24.351,0.099,0.994,0.872,0.134,0.458,101.793,0.5577666666666666
One Hit (To The Body) - Remastered,Dirty Work (Remastered 2009),1986,3,39,0.586,0.964,-3.767,0.0944,0.153,2.17e-05,0.688,0.61,138.293,4.73155
Fight - Remastered,Dirty Work (Remastered 2009),1986,0,18,0.456,0.994,-2.688,0.0543,0.283,0.0476,0.912,0.452,157.696,3.1477666666666666
Harlem Shuffle - Remastered 2009,Dirty Work (Remastered 2009),1986,3,49,0.742,0.94,-3.485,0.0756,0.0866,0.0279,0.319,0.782,121.747,3.4071
Hold Back - Remastered,Dirty Work (Remastered 2009),1986,0,17,0.5,0.997,-2.917,0.11,0.00403,0.00244,0.368,0.439,144.529,3.8828833333333335
Too Rude - Remastered,Dirty Work (Remastered 2009),1986,3,20,0.614,0.825,-5.253,0.0689,0.25,2.95e-05,0.0231,0.878,164.866,3.1771
Winning Ugly - Remastered,Dirty Work (Remastered 2009),1986,3,20,0.512,0.93,-3.117,0.0939,0.359,0.00733,0.689,0.592,134.304,4.5277666666666665
Back To Zero - Remastered,Dirty Work (Remastered 2009),1986,3,17,0.677,0.936,-4.452,0.0985,0.17,0.0102,0.0767,0.696,105.399,3.9926666666666666
Dirty Work - Remastered,Dirty Work (Remastered 2009),1986,0,20,0.429,0.974,-4.027,0.178,0.0779,0.00724,0.0808,0.609,175.237,3.8811
Had It With You - Remastered,Dirty Work (Remastered 2009),1986,0,18,0.506,0.985,-2.893,0.223,0.38,0.377,0.0744,0.444,169.355,3.3044333333333333
Sleep Tonight - Remastered,Dirty Work (Remastered 2009),1986,2,20,0.49,0.67,-5.286,0.0281,0.0603,2.91e-05,0.297,0.386,73.884,5.178433333333333
Key To The Highway - Piano Instrumental/Remastered 2009,Dirty Work (Remastered 2009),1986,2,16,0.46,0.142,-24.408,0.173,0.994,0.827,0.138,0.444,154.259,0.5577666666666666
Undercover Of The Night - Remastered,Undercover,1983,1,34,0.63,0.873,-10.619,0.0886,0.0193,0.0312,0.506,0.474,122.868,4.54155
She Was Hot,Undercover,1983,3,24,0.5,0.904,-9.178,0.0485,0.0212,0.0865,0.284,0.665,151.778,4.6866666666666665
Tie You Up (The Pain Of Love),Undercover,1983,1,15,0.609,0.858,-9.093,0.0621,0.231,0.00745,0.475,0.882,117.271,4.254433333333333
Wanna Hold You,Undercover,1983,1,16,0.51,0.863,-10.668,0.0505,0.181,0.00139,0.45,0.769,77.827,3.87155
Feel On Baby,Undercover,1983,1,13,0.727,0.633,-13.189,0.0401,0.0645,0.253,0.0657,0.963,130.971,5.116216666666666
Too Much Blood,Undercover,1983,1,23,0.598,0.796,-10.598,0.0502,0.0178,0.176,0.0496,0.563,116.343,6.242216666666667
Pretty Beat Up,Undercover,1983,1,13,0.581,0.848,-9.881,0.0354,0.0946,0.674,0.209,0.734,97.352,4.068883333333333
Too Tough,Undercover,1983,1,14,0.551,0.856,-9.721,0.0432,0.0118,0.0753,0.383,0.643,139.662,3.862216666666667
All The Way Down,Undercover,1983,1,14,0.578,0.861,-9.917,0.0578,0.213,0.804,0.426,0.778,142.874,3.212666666666667
It Must Be Hell,Undercover,1983,1,14,0.624,0.775,-9.074,0.0436,0.16,0.714,0.38,0.82,114.447,5.0711
Undercover (Of The Night) - Remastered 2009,Undercover (2009 Re-Mastered),1983,0,42,0.603,0.973,-4.454,0.176,0.0272,0.00731,0.472,0.408,122.756,4.558216666666667
She Was Hot - Remastered,Undercover (2009 Re-Mastered),1983,3,31,0.487,0.966,-4.29,0.0577,0.0314,0.0949,0.0914,0.721,151.781,4.686216666666667
Tie You Up (The Pain Of Love) - Remastered,Undercover (2009 Re-Mastered),1983,3,21,0.61,0.946,-4.487,0.0884,0.232,0.013,0.372,0.82,117.339,4.2682166666666665
Wanna Hold You - Remastered,Undercover (2009 Re-Mastered),1983,3,22,0.441,0.959,-4.508,0.113,0.244,0.000873,0.431,0.727,154.861,3.8722166666666666
Feel On Baby - Remastered,Undercover (2009 Re-Mastered),1983,1,19,0.72,0.817,-6.554,0.0405,0.0663,0.219,0.0608,0.966,131.006,5.114433333333333
Too Much Blood - Remastered,Undercover (2009 Re-Mastered),1983,3,35,0.592,0.909,-5.887,0.0512,0.0148,0.177,0.0571,0.479,116.439,6.237333333333333
Pretty Beat Up - Remastered,Undercover (2009 Re-Mastered),1983,3,20,0.565,0.951,-3.804,0.0393,0.0623,0.657,0.273,0.737,97.337,4.076666666666667
Too Tough - Remastered,Undercover (2009 Re-Mastered),1983,3,20,0.542,0.947,-4.611,0.0453,0.0131,0.0706,0.48,0.641,139.708,3.862216666666667
All The Way Down - Remastered,Undercover (2009 Re-Mastered),1983,3,21,0.572,0.949,-4.83,0.0801,0.21,0.776,0.398,0.806,142.84,3.2222166666666667
It Must Be Hell - Remastered,Undercover (2009 Re-Mastered),1983,3,20,0.602,0.912,-4.309,0.0596,0.156,0.716,0.351,0.726,114.406,5.078216666666667
Intro (Take The A Train) - Live / Remastered 2009,Still Life,1982,2,1,0.318,0.532,-8.893,0.158,0.483,0.347,0.973,0.409,81.407,0.4548833333333333
Under My Thumb - Live / Remastered 2009,Still Life,1982,0,31,0.477,0.982,-3.343,0.0945,0.13,0.372,0.928,0.549,137.204,4.30665
Let's Spend The Night Together - Live / Remastered 2009,Still Life,1982,0,27,0.356,0.971,-3.124,0.0792,0.16,0.0055,0.957,0.546,155.067,3.844
Shattered - Live / Remastered 2009,Still Life,1982,0,20,0.418,0.985,-2.902,0.16,0.163,0.0136,0.998,0.502,161.333,4.182666666666667
Twenty Flight Rock - Live / Remastered 2009,Still Life,1982,3,20,0.533,0.983,-3.487,0.0892,0.252,0.045,0.95,0.641,106.603,1.7884333333333333
Going To A Go-Go - Live / Remastered 2009,Still Life,1982,3,27,0.616,0.973,-3.431,0.0538,0.212,0.151,0.869,0.893,128.09,3.3844333333333334
Let Me Go - Live / Remastered 2009,Still Life,1982,0,19,0.194,0.991,-3.344,0.118,0.0424,0.354,0.818,0.666,185.925,3.6026666666666665
Time Is On My Side - Live / Remastered 2009,Still Life,1982,0,24,0.233,0.814,-4.203,0.043,0.404,4.13e-05,0.879,0.565,167.776,3.6422166666666667
Just My Imagination (Running Away With Me) - Live / Remastered 2009,Still Life,1982,0,21,0.348,0.943,-3.283,0.0745,0.0247,0.000173,0.997,0.724,117.936,5.373333333333333
Start Me Up - Live / Remastered 2009,Still Life,1982,0,20,0.425,0.985,-2.163,0.111,0.101,0.0316,0.974,0.628,133.004,4.352883333333334
(I Can't Get No) Satisfaction - Live / Remastered 2009,Still Life,1982,0,20,0.242,0.995,-1.961,0.133,0.0619,0.0105,0.979,0.392,166.209,4.404433333333333
Outro - Star Spangled Banner - Live / Remastered 2009,Still Life,1982,0,15,0.153,0.989,-4.348,0.19,0.865,0.941,0.962,0.0369,134.689,0.8044333333333333
Start Me Up - Remastered,Tattoo You,1981,1,34,0.66,0.839,-8.056,0.0344,0.0672,0.307,0.074,0.968,122.592,3.5277666666666665
Hang Fire,Tattoo You,1981,1,25,0.469,0.788,-9.172,0.0303,0.0178,0.183,0.273,0.953,151.927,2.3471
Slave,Tattoo You,1981,1,27,0.562,0.814,-9.087,0.0396,0.163,0.482,0.0467,0.863,133.219,6.539333333333333
Little T&A,Tattoo You,1981,1,26,0.534,0.801,-9.152,0.0271,0.266,0.62,0.398,0.866,136.241,3.3888833333333332
Black Limousine,Tattoo You,1981,3,21,0.521,0.784,-8.591,0.0463,0.129,0.146,0.647,0.899,109.84,3.518883333333333
Neighbours,Tattoo You,1981,3,21,0.432,0.861,-8.952,0.0568,0.187,0.00371,0.296,0.821,166.389,3.5182166666666665
Worried About You,Tattoo You,1981,2,24,0.435,0.47,-12.104,0.0328,0.153,0.00044,0.0792,0.353,82.544,5.283766666666667
Tops,Tattoo You,1981,1,26,0.613,0.62,-10.272,0.0354,0.141,2.29e-05,0.0997,0.759,80.573,3.75555
Heaven,Tattoo You,1981,2,30,0.616,0.398,-11.664,0.0373,0.229,0.0521,0.202,0.115,114.457,4.349316666666667
No Use In Crying,Tattoo You,1981,2,24,0.622,0.377,-9.393,0.0398,0.628,0.00144,0.261,0.393,143.767,3.40955
Waiting On A Friend - Remastered,Tattoo You,1981,1,26,0.603,0.656,-10.305,0.0286,0.128,0.167,0.532,0.903,117.025,4.566216666666667
Start Me Up - Remastered 2009,Tattoo You (2009 Re-Mastered),1981,3,76,0.631,0.932,-4.142,0.0354,0.0436,0.137,0.0918,0.971,122.429,3.5511
Hang Fire - Remastered,Tattoo You (2009 Re-Mastered),1981,3,44,0.461,0.906,-4.369,0.0356,0.0299,0.0104,0.319,0.939,152.206,2.35155
Slave - Remastered,Tattoo You (2009 Re-Mastered),1981,3,43,0.564,0.862,-6.398,0.0428,0.115,0.308,0.0493,0.847,133.242,6.546666666666667
Little T&A - Remastered,Tattoo You (2009 Re-Mastered),1981,3,45,0.53,0.888,-5.128,0.0282,0.132,0.0321,0.425,0.833,136.123,3.386216666666667
Black Limousine - Remastered,Tattoo You (2009 Re-Mastered),1981,3,36,0.511,0.892,-4.701,0.0588,0.152,0.262,0.638,0.869,108.959,3.5337666666666667
Neighbours - Remastered,Tattoo You (2009 Re-Mastered),1981,3,35,0.431,0.94,-5.868,0.0775,0.17,0.00155,0.315,0.759,166.156,3.5244333333333335
Worried About You - Remastered,Tattoo You (2009 Re-Mastered),1981,2,39,0.428,0.636,-6.891,0.033,0.105,0.000923,0.0865,0.374,85.121,5.292666666666666
Tops - Remastered,Tattoo You (2009 Re-Mastered),1981,1,41,0.599,0.715,-7.107,0.0429,0.108,4.75e-05,0.0834,0.714,80.541,3.77955
Heaven - Remastered,Tattoo You (2009 Re-Mastered),1981,2,55,0.617,0.459,-9.292,0.0368,0.222,0.0415,0.285,0.119,114.497,4.373333333333333
No Use In Crying - Remastered,Tattoo You (2009 Re-Mastered),1981,2,38,0.636,0.455,-6.493,0.0338,0.58,0.000523,0.159,0.432,143.853,3.41955
Waiting On A Friend - Remastered 2009,Tattoo You (2009 Re-Mastered),1981,3,59,0.606,0.794,-6.042,0.0282,0.157,0.0406,0.568,0.911,116.93,4.570433333333333
Dance (pt 1) - Remastered,Emotional Rescue (2009 Re-Mastered),1980,3,40,0.74,0.895,-4.529,0.0415,0.354,0.402,0.0548,0.895,107.411,4.3871
Summer Romance - Remastered,Emotional Rescue (2009 Re-Mastered),1980,0,27,0.334,0.975,-3.134,0.188,0.073,0.269,0.291,0.62,170.035,3.26955
Send It To Me - Remastered,Emotional Rescue (2009 Re-Mastered),1980,1,32,0.768,0.799,-6.079,0.0831,0.104,0.0768,0.155,0.731,94.268,3.716
Let Me Go - Remastered,Emotional Rescue (2009 Re-Mastered),1980,3,30,0.564,0.961,-4.358,0.0644,0.00928,0.0343,0.146,0.865,148.502,3.8611
Indian Girl - Remastered,Emotional Rescue (2009 Re-Mastered),1980,1,31,0.735,0.494,-5.93,0.039,0.0478,0.0217,0.161,0.467,97.538,4.38955
Where The Boys Go - Remastered,Emotional Rescue (2009 Re-Mastered),1980,3,27,0.49,0.993,-3.498,0.136,0.266,0.583,0.786,0.821,160.399,3.48955
Down In The Hole - Remastered,Emotional Rescue (2009 Re-Mastered),1980,0,30,0.293,0.712,-6.122,0.0908,0.0119,0.902,0.348,0.249,186.898,3.9682166666666667
Emotional Rescue - Remastered 2009,Emotional Rescue (2009 Re-Mastered),1980,1,54,0.678,0.621,-5.478,0.0623,0.111,0.0973,0.0394,0.776,113.389,5.656666666666666
She's So Cold - Remastered,Emotional Rescue (2009 Re-Mastered),1980,1,55,0.756,0.843,-5.315,0.0476,0.4,0.0104,0.0654,0.841,139.51,4.2251
All About You - Remastered,Emotional Rescue (2009 Re-Mastered),1980,2,29,0.62,0.384,-9.128,0.0259,0.335,0.00611,0.147,0.224,86.727,4.298883333333333
Dance (Pt. 1),Emotional Rescue,1980,1,19,0.748,0.834,-8.281,0.033,0.333,0.518,0.0582,0.925,107.428,4.386666666666667
Summer Romance,Emotional Rescue,1980,3,15,0.359,0.922,-8.065,0.106,0.0524,0.486,0.297,0.68,167.926,3.2662166666666668
Send It To Me,Emotional Rescue,1980,1,17,0.775,0.66,-10.089,0.0698,0.113,0.0518,0.0498,0.854,94.249,3.7162166666666665
Let Me Go,Emotional Rescue,1980,1,15,0.59,0.912,-8.608,0.0484,0.00996,0.0909,0.146,0.88,148.513,3.8311
Indian Girl,Emotional Rescue,1980,1,17,0.743,0.366,-10.311,0.0369,0.0546,0.0419,0.196,0.576,97.595,4.387766666666667
Where The Boys Go,Emotional Rescue,1980,3,14,0.527,0.965,-9.225,0.0744,0.251,0.758,0.683,0.81,160.65,3.48555
Down In The Hole,Emotional Rescue,1980,2,19,0.306,0.516,-11.418,0.0635,0.00851,0.875,0.325,0.274,187.292,3.9504333333333332
Emotional Rescue,Emotional Rescue,1980,1,25,0.694,0.475,-9.182,0.0886,0.0894,0.133,0.0414,0.855,113.811,5.656
She's So Cold,Emotional Rescue,1980,1,27,0.76,0.711,-9.283,0.0473,0.362,0.0482,0.0614,0.851,139.47,4.21
All About You,Emotional Rescue,1980,2,14,0.615,0.282,-13.611,0.0268,0.298,0.0221,0.147,0.201,87.42,4.304433333333333
Miss You - Remastered,Some Girls,1978,1,69,0.795,0.71,-4.746,0.0392,0.443,0.0215,0.344,0.845,109.689,4.8111
When The Whip Comes Down - Remastered,Some Girls,1978,3,40,0.499,0.986,-1.871,0.0503,0.382,0.913,0.284,0.835,130.597,4.349316666666667
Just My Imagination (Running Away With Me) - Remastered,Some Girls,1978,3,42,0.452,0.908,-2.535,0.0567,0.452,0.279,0.318,0.792,112.872,4.636216666666667
Some Girls - Remastered,Some Girls,1978,3,43,0.474,0.938,-2.643,0.0898,0.527,0.52,0.299,0.505,71.995,4.61555
Lies - Remastered,Some Girls,1978,0,37,0.382,0.997,-1.568,0.188,0.437,0.95,0.617,0.563,162.428,3.1877666666666666
Far Away Eyes - Remastered,Some Girls,1978,1,46,0.667,0.605,-5.683,0.0258,0.504,0.014,0.246,0.69,94.346,4.399333333333334
Respectable - Remastered,Some Girls,1978,3,42,0.452,0.99,-2.823,0.0524,0.123,0.884,0.0677,0.875,152.111,3.124
Before They Make Me Run - Remastered,Some Girls,1978,3,39,0.595,0.955,-2.304,0.117,0.384,0.0175,0.05,0.714,132.653,3.416
Beast Of Burden - Remastered 1994,Some Girls,1978,3,72,0.783,0.878,-3.864,0.0308,0.39,0.000778,0.0426,0.885,100.626,4.41955
Shattered - Remastered,Some Girls,1978,3,51,0.738,0.952,-2.752,0.147,0.415,2.2e-05,0.116,0.748,140.395,3.78
Miss You - Remastered,Some Girls (Deluxe Version),1978,1,32,0.795,0.71,-4.746,0.0392,0.443,0.0215,0.344,0.845,109.689,4.8111
When The Whip Comes Down - Remastered,Some Girls (Deluxe Version),1978,3,20,0.499,0.986,-1.871,0.0503,0.382,0.913,0.284,0.835,130.597,4.349316666666667
Just My Imagination (Running Away With Me) - Remastered,Some Girls (Deluxe Version),1978,3,24,0.452,0.908,-2.535,0.0567,0.452,0.279,0.318,0.792,112.872,4.636216666666667
Some Girls - Remastered,Some Girls (Deluxe Version),1978,3,21,0.474,0.938,-2.643,0.0898,0.527,0.52,0.299,0.505,71.995,4.61555
Lies - Remastered,Some Girls (Deluxe Version),1978,0,16,0.382,0.997,-1.568,0.188,0.437,0.95,0.617,0.563,162.428,3.1877666666666666
Far Away Eyes - Remastered,Some Girls (Deluxe Version),1978,1,23,0.667,0.605,-5.683,0.0258,0.504,0.014,0.246,0.69,94.346,4.399333333333334
Respectable - Remastered,Some Girls (Deluxe Version),1978,3,18,0.452,0.99,-2.823,0.0524,0.123,0.884,0.0677,0.875,152.111,3.124
Before They Make Me Run - Remastered,Some Girls (Deluxe Version),1978,3,19,0.595,0.955,-2.304,0.117,0.384,0.0175,0.05,0.714,132.653,3.416
Beast Of Burden - Remastered 1994,Some Girls (Deluxe Version),1978,3,30,0.783,0.878,-3.864,0.0308,0.39,0.000778,0.0426,0.885,100.626,4.41955
Shattered - Remastered,Some Girls (Deluxe Version),1978,3,28,0.738,0.952,-2.752,0.147,0.415,2.2e-05,0.116,0.748,140.395,3.78
Claudine,Some Girls (Deluxe Version),1978,0,17,0.439,0.977,-4.386,0.128,0.0144,0.0221,0.383,0.364,105.124,3.7042166666666665
So Young,Some Girls (Deluxe Version),1978,3,15,0.524,0.946,-3.123,0.061,0.118,0.089,0.111,0.746,128.759,3.3133333333333335
Do You Think I Really Care,Some Girls (Deluxe Version),1978,3,20,0.609,0.902,-4.282,0.0273,0.0969,0.00558,0.327,0.952,146.733,4.370666666666667
When You're Gone,Some Girls (Deluxe Version),1978,3,15,0.583,0.889,-4.532,0.0994,0.54,0.27,0.0995,0.598,106.666,3.8611
No Spare Parts,Some Girls (Deluxe Version),1978,3,19,0.594,0.762,-5.145,0.0292,0.24,1.52e-05,0.712,0.54,72.648,4.507766666666667
Don't Be A Stranger,Some Girls (Deluxe Version),1978,3,15,0.72,0.867,-5.871,0.039,0.061,0.0297,0.385,0.847,127.329,4.104433333333334
We Had It All,Some Girls (Deluxe Version),1978,2,17,0.498,0.348,-9.857,0.0305,0.678,0.0241,0.133,0.246,63.103,2.9002166666666667
Tallahassee Lassie,Some Girls (Deluxe Version),1978,3,16,0.57,0.957,-2.886,0.0458,0.0654,0.0802,0.123,0.903,139.872,2.6182166666666666
I Love You Too Much,Some Girls (Deluxe Version),1978,3,13,0.586,0.968,-3.312,0.0477,0.0702,0.00487,0.305,0.891,133.936,3.1768833333333335
Keep Up Blues,Some Girls (Deluxe Version),1978,0,15,0.355,0.887,-3.085,0.107,0.102,0.0142,0.1,0.649,204.098,4.348216666666667
You Win Again,Some Girls (Deluxe Version),1978,3,17,0.403,0.65,-4.279,0.0269,0.0962,0.00293,0.248,0.53,83.957,3.0046666666666666
Petrol Blues,Some Girls (Deluxe Version),1978,2,13,0.835,0.621,-8.007,0.0406,0.769,0.114,0.116,0.336,115.87,1.5937666666666668
Miss You - Remastered,Some Girls (Deluxe Version),1978,1,46,0.795,0.71,-4.746,0.0392,0.443,0.0215,0.344,0.845,109.689,4.8111
When The Whip Comes Down - Remastered,Some Girls (Deluxe Version),1978,3,18,0.499,0.986,-1.871,0.0503,0.382,0.913,0.284,0.835,130.597,4.349316666666667
Just My Imagination (Running Away With Me) - Remastered,Some Girls (Deluxe Version),1978,3,20,0.452,0.908,-2.535,0.0567,0.452,0.279,0.318,0.792,112.872,4.636216666666667
Some Girls - Remastered,Some Girls (Deluxe Version),1978,3,21,0.474,0.938,-2.643,0.0898,0.527,0.52,0.299,0.505,71.995,4.61555
Lies - Remastered,Some Girls (Deluxe Version),1978,0,16,0.382,0.997,-1.568,0.188,0.437,0.95,0.617,0.563,162.428,3.1877666666666666
Far Away Eyes - Remastered,Some Girls (Deluxe Version),1978,1,22,0.667,0.605,-5.683,0.0258,0.504,0.014,0.246,0.69,94.346,4.399333333333334
Respectable - Remastered,Some Girls (Deluxe Version),1978,3,19,0.452,0.99,-2.823,0.0524,0.123,0.884,0.0677,0.875,152.111,3.124
Before They Make Me Run - Remastered,Some Girls (Deluxe Version),1978,3,18,0.595,0.955,-2.304,0.117,0.384,0.0175,0.05,0.714,132.653,3.416
Beast Of Burden - Remastered 1994,Some Girls (Deluxe Version),1978,3,29,0.783,0.878,-3.864,0.0308,0.39,0.000778,0.0426,0.885,100.626,4.41955
Shattered - Remastered,Some Girls (Deluxe Version),1978,3,18,0.738,0.952,-2.752,0.147,0.415,2.2e-05,0.116,0.748,140.395,3.78
Claudine,Some Girls (Deluxe Version),1978,0,17,0.439,0.977,-4.386,0.128,0.0144,0.0221,0.383,0.364,105.124,3.7042166666666665
So Young,Some Girls (Deluxe Version),1978,3,16,0.524,0.946,-3.123,0.061,0.118,0.089,0.111,0.746,128.759,3.3133333333333335
Do You Think I Really Care,Some Girls (Deluxe Version),1978,3,21,0.609,0.902,-4.282,0.0273,0.0969,0.00558,0.327,0.952,146.733,4.370666666666667
When You're Gone,Some Girls (Deluxe Version),1978,3,16,0.583,0.889,-4.532,0.0994,0.54,0.27,0.0995,0.598,106.666,3.8611
No Spare Parts,Some Girls (Deluxe Version),1978,3,19,0.594,0.762,-5.145,0.0292,0.24,1.52e-05,0.712,0.54,72.648,4.507766666666667
Don't Be A Stranger,Some Girls (Deluxe Version),1978,3,15,0.72,0.867,-5.871,0.039,0.061,0.0297,0.385,0.847,127.329,4.104433333333334
We Had It All,Some Girls (Deluxe Version),1978,2,19,0.498,0.348,-9.857,0.0305,0.678,0.0241,0.133,0.246,63.103,2.9002166666666667
Tallahassee Lassie,Some Girls (Deluxe Version),1978,3,17,0.57,0.957,-2.886,0.0458,0.0654,0.0802,0.123,0.903,139.872,2.6182166666666666
I Love You Too Much,Some Girls (Deluxe Version),1978,3,15,0.586,0.968,-3.312,0.0477,0.0702,0.00487,0.305,0.891,133.936,3.1768833333333335
Keep Up Blues,Some Girls (Deluxe Version),1978,0,16,0.355,0.887,-3.085,0.107,0.102,0.0142,0.1,0.649,204.098,4.348216666666667
You Win Again,Some Girls (Deluxe Version),1978,3,18,0.403,0.65,-4.279,0.0269,0.0962,0.00293,0.248,0.53,83.957,3.0046666666666666
Petrol Blues,Some Girls (Deluxe Version),1978,2,13,0.835,0.621,-8.007,0.0406,0.769,0.114,0.116,0.336,115.87,1.5937666666666668
"Intro: Excerpt From ""Fanfare For The Common Man"" - Live",Love You Live (Remastered),1977,0,5,0.107,0.995,-13.046,0.0821,0.248,0.966,0.77,0.0187,169.789,1.3944333333333334
Honky Tonk Women - Live,Love You Live (Remastered),1977,3,9,0.477,0.887,-8.252,0.0432,0.0192,0.0107,0.913,0.735,115.745,3.32155
If You Can't Rock Me / Get Off Of My Cloud - Live,Love You Live (Remastered),1977,3,8,0.427,0.965,-5.391,0.0481,0.204,0.0522,0.991,0.74,136.637,5.003333333333333
Happy - Live,Love You Live (Remastered),1977,0,7,0.351,0.973,-6.642,0.167,0.0301,1.14e-06,0.955,0.47,153.181,2.918433333333333
Hot Stuff - Live,Love You Live (Remastered),1977,3,6,0.675,0.896,-6.905,0.0392,0.297,0.171,0.984,0.692,109.183,4.576666666666667
Star Star - Live,Love You Live (Remastered),1977,3,8,0.325,0.969,-5.353,0.0415,0.0914,0.000119,0.971,0.891,154.377,4.164433333333333
Tumbling Dice - Live,Love You Live (Remastered),1977,3,7,0.48,0.898,-7.121,0.0352,0.418,0.0209,0.789,0.835,113.06,4.006
Fingerprint File - Live,Love You Live (Remastered),1977,3,6,0.66,0.844,-8.741,0.0522,0.161,0.0233,0.945,0.729,105.444,5.2751
You Gotta Move - Live,Love You Live (Remastered),1977,0,6,0.414,0.559,-10.023,0.136,0.366,2.56e-05,0.815,0.412,183.143,4.316666666666666
You Can't Always Get What You Want - Live,Love You Live (Remastered),1977,0,7,0.396,0.776,-7.873,0.0666,0.493,0.00171,0.992,0.723,138.757,7.709333333333333
Mannish Boy - Live,Love You Live (Remastered),1977,0,6,0.349,0.69,-8.424,0.0659,0.717,0.0257,0.888,0.84,201.691,6.4622166666666665
Crackin' Up - Live,Love You Live (Remastered),1977,1,6,0.655,0.732,-8.704,0.0893,0.54,0.0311,0.703,0.96,105.259,5.664433333333333
Little Red Rooster - Live,Love You Live (Remastered),1977,2,6,0.563,0.47,-12.487,0.0478,0.521,0.118,0.975,0.64,98.043,4.657766666666666
Around And Around - Live,Love You Live (Remastered),1977,0,5,0.315,0.819,-8.434,0.091,0.608,0.333,0.878,0.821,193.133,4.1433333333333335
It's Only Rock 'N' Roll (But I Like It) - Live,Love You Live (Remastered),1977,3,7,0.478,0.867,-7.165,0.0487,0.369,0.0319,0.976,0.887,143.359,4.520433333333333
Brown Sugar - Live,Love You Live (Remastered),1977,0,5,0.431,0.971,-6.204,0.086,0.119,0.011,0.933,0.575,153.511,3.1811
Jumpin' Jack Flash - Live,Love You Live (Remastered),1977,0,6,0.27,0.98,-7.661,0.184,0.324,0.708,0.986,0.358,154.983,4.043333333333333
Sympathy For The Devil - Live,Love You Live (Remastered),1977,0,11,0.483,0.952,-7.875,0.0518,0.0926,0.0122,0.989,0.671,116.297,7.854433333333334
"Intro: Excerpt from ""Fanfare For The Common Man"" - Live / Remastered 2009",Love You Live (Remastered 2009),1977,0,17,0.247,0.999,-8.598,0.128,0.422,0.981,0.841,0.0165,55.581,1.3971
Honky Tonk Women - Live / Remastered 2009,Love You Live (Remastered 2009),1977,3,24,0.455,0.956,-3.924,0.0555,0.0632,0.000244,0.931,0.69,115.786,3.31955
If You Can't Rock Me / Get Off Of My Cloud - Live / Remastered 2009,Love You Live (Remastered 2009),1977,0,23,0.403,0.986,-2.554,0.0623,0.188,0.0332,0.991,0.735,136.579,5.0071
Happy - Live / Remastered 2009,Love You Live (Remastered 2009),1977,0,20,0.33,0.992,-2.795,0.222,0.0539,1.86e-06,0.941,0.427,153.543,2.9177666666666666
Hot Stuff - Live / Remastered 2009,Love You Live (Remastered 2009),1977,3,20,0.678,0.937,-4.013,0.0411,0.235,0.189,0.986,0.688,109.268,4.570666666666667
Star Star - Live / Remastered 2009,Love You Live (Remastered 2009),1977,3,24,0.298,0.987,-2.767,0.0463,0.111,2.02e-05,0.966,0.902,153.36,4.1593333333333335
