name,album,release_year,cluster,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min
Tumbling Dice - Live / Remastered 2009,Love You Live (Remastered 2009),1977,3,20,0.445,0.959,-3.272,0.0439,0.437,0.0053,0.798,0.918,112.855,4.00555
Fingerprint File - Live / Remastered 2009,Love You Live (Remastered 2009),1977,3,19,0.654,0.919,-5.671,0.0607,0.177,0.00943,0.95,0.715,105.467,5.26955
You Gotta Move - Live / Remastered 2009,Love You Live (Remastered 2009),1977,0,20,0.41,0.664,-7.214,0.0853,0.343,1.67e-05,0.851,0.448,184.347,4.316666666666666
You Can't Always Get What You Want - Live / Remastered 2009,Love You Live (Remastered 2009),1977,0,22,0.378,0.882,-3.835,0.0855,0.489,0.00179,0.985,0.676,137.975,7.707766666666667
Mannish Boy - Live / Remastered 2009,Love You Live (Remastered 2009),1977,0,23,0.325,0.793,-4.962,0.0893,0.711,0.0188,0.834,0.834,201.171,6.4588833333333335
Crackin' Up - Live / Remastered 2009,Love You Live (Remastered 2009),1977,3,21,0.648,0.77,-7.201,0.0914,0.526,0.0424,0.573,0.954,105.283,5.660433333333334
Little Red Rooster - Live / Remastered 2009,Love You Live (Remastered 2009),1977,2,18,0.583,0.575,-8.946,0.0437,0.535,0.0836,0.965,0.649,98.106,4.654
Around And Around - Live / Remastered 2009,Love You Live (Remastered 2009),1977,0,22,0.285,0.895,-5.067,0.168,0.674,0.315,0.917,0.715,196.231,4.1371
It's Only Rock 'N' Roll (But I Like It) - Live / Remastered 2009,Love You Live (Remastered 2009),1977,3,20,0.458,0.945,-3.074,0.0589,0.246,0.00539,0.949,0.853,144.471,4.517766666666667
Brown Sugar - Live / Remastered 2009,Love You Live (Remastered 2009),1977,0,19,0.388,0.992,-1.954,0.106,0.153,0.0161,0.948,0.571,152.707,3.17955
Jumpin' Jack Flash - Live / Remastered 2009,Love You Live (Remastered 2009),1977,0,19,0.246,0.994,-3.41,0.228,0.409,0.757,0.987,0.317,154.699,4.039333333333333
Sympathy For The Devil - Live / Remastered 2009,Love You Live (Remastered 2009),1977,0,21,0.423,0.99,-2.338,0.0717,0.124,0.00309,0.984,0.642,115.938,7.850666666666666
Hot Stuff - Remastered 2009,Black And Blue (Remastered 2009),1976,1,41,0.788,0.768,-7.25,0.0601,0.278,0.000161,0.0654,0.852,100.118,5.348216666666667
Hand Of Fate - Remastered,Black And Blue (Remastered 2009),1976,3,38,0.62,0.822,-4.097,0.0276,0.0698,0.0752,0.249,0.712,116.069,4.474
Cherry Oh Baby - Remastered,Black And Blue (Remastered 2009),1976,1,34,0.835,0.421,-8.484,0.0787,0.164,0.00307,0.028,0.963,144.024,3.9033333333333333
Memory Motel - Remastered,Black And Blue (Remastered 2009),1976,2,41,0.357,0.62,-6.03,0.0353,0.783,3.52e-06,0.15,0.38,81.346,7.132216666666666
Hey Negrita - Remastered,Black And Blue (Remastered 2009),1976,1,34,0.695,0.753,-5.164,0.0388,0.319,0.000685,0.0624,0.798,85.184,4.99555
Melody - Remastered,Black And Blue (Remastered 2009),1976,2,36,0.657,0.517,-7.25,0.0417,0.632,0.00139,0.241,0.574,81.915,5.83155
Fool To Cry - Remastered 2009,Black And Blue (Remastered 2009),1976,2,53,0.444,0.454,-7.434,0.0419,0.892,0.0546,0.114,0.236,67.848,5.09
Crazy Mama - Remastered,Black And Blue (Remastered 2009),1976,3,31,0.389,0.909,-3.705,0.0397,0.214,0.00376,0.415,0.781,112.498,4.584883333333333
Hot Stuff,Black And Blue,1976,1,23,0.795,0.66,-10.836,0.0546,0.401,0.00623,0.0934,0.91,100.277,5.334
Hand Of Fate,Black And Blue,1976,1,21,0.634,0.705,-8.318,0.0272,0.173,0.306,0.0862,0.825,116.172,4.46555
Cherry Oh Baby,Black And Blue,1976,1,20,0.828,0.29,-14.174,0.181,0.266,0.0147,0.0598,0.963,144.203,3.884
Memory Motel,Black And Blue,1976,2,23,0.402,0.475,-10.374,0.0364,0.853,0.000165,0.171,0.34,87.016,7.112216666666667
Hey Negrita,Black And Blue,1976,1,21,0.687,0.639,-9.34,0.0443,0.295,0.00708,0.0713,0.83,84.863,4.964433333333333
Melody,Black And Blue,1976,2,21,0.653,0.461,-9.633,0.0429,0.728,0.00384,0.0992,0.626,82.025,5.783333333333333
Fool To Cry,Black And Blue,1976,2,28,0.464,0.338,-11.7,0.0437,0.939,0.16,0.111,0.296,70.131,5.064883333333333
Crazy Mama,Black And Blue,1976,1,18,0.429,0.783,-9.229,0.03,0.214,0.0406,0.438,0.844,112.857,4.572216666666667
If You Can't Rock Me - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),1974,3,31,0.522,0.932,-4.215,0.0324,0.00132,0.000219,0.362,0.951,125.554,3.788883333333333
Ain't Too Proud To Beg - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),1974,3,36,0.588,0.906,-4.613,0.0441,0.686,0.0973,0.425,0.889,128.641,3.509333333333333
It's Only Rock'n'Roll (But I Like It) - Remastered 2009,It's Only Rock 'N' Roll (2009 Re-Mastered),1974,3,55,0.616,0.957,-3.966,0.0508,0.501,0.0115,0.318,0.778,128.517,5.124
Till The Next Goodbye - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),1974,2,29,0.473,0.576,-6.872,0.0293,0.658,1.59e-05,0.0938,0.518,138.344,4.613766666666667
Time Waits For No One - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),1974,3,34,0.533,0.781,-4.602,0.0316,0.0784,0.000273,0.063,0.815,118.316,6.6351
Luxury - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),1974,3,26,0.567,0.95,-4.742,0.0428,0.251,0.00502,0.643,0.757,129.222,5.020666666666667
Dance Little Sister - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),1974,3,35,0.46,0.961,-4.254,0.0817,0.00648,0.182,0.27,0.893,152.776,4.1951
If You Really Want To Be My Friend - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),1974,2,26,0.43,0.652,-5.023,0.0357,0.531,0.000358,0.068,0.366,148.922,6.27155
Short And Curlies - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),1974,3,24,0.463,0.768,-4.493,0.0424,0.484,0.106,0.658,0.896,118.77,2.7244333333333333
Fingerprint File - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),1974,3,31,0.638,0.782,-7.04,0.0515,0.208,0.0607,0.274,0.854,104.716,6.55555
If You Can't Rock Me,It's Only Rock 'N' Roll,1974,1,25,0.558,0.744,-11.03,0.0282,0.0006,0.0192,0.181,0.962,125.632,3.7811
Ain't Too Proud To Beg,It's Only Rock 'N' Roll,1974,1,31,0.59,0.743,-9.768,0.0365,0.565,0.151,0.301,0.926,128.987,3.52155
It's Only Rock 'n' Roll (But I Like It) - Remastered,It's Only Rock 'N' Roll,1974,1,33,0.615,0.891,-9.251,0.0474,0.388,0.136,0.187,0.817,128.552,5.11955
Till The Next Goodbye,It's Only Rock 'N' Roll,1974,2,25,0.49,0.444,-11.763,0.0302,0.663,6.66e-05,0.116,0.507,138.375,4.613333333333333
Time Waits For No One,It's Only Rock 'N' Roll,1974,1,38,0.543,0.601,-9.783,0.0298,0.0831,0.0789,0.0314,0.811,118.512,6.636666666666667
Luxury,It's Only Rock 'N' Roll,1974,1,22,0.591,0.809,-10.479,0.0328,0.0568,0.00836,0.796,0.842,129.421,5.018883333333333
Dance Little Sister,It's Only Rock 'N' Roll,1974,3,25,0.501,0.9,-8.954,0.0554,0.000756,0.419,0.239,0.94,152.954,4.18555
If You Really Want To Be My Friend,It's Only Rock 'N' Roll,1974,2,22,0.377,0.488,-10.523,0.0399,0.657,0.0473,0.0878,0.375,73.025,6.280433333333334
Short And Curlies,It's Only Rock 'N' Roll,1974,1,20,0.475,0.55,-10.302,0.0338,0.368,0.624,0.368,0.886,119.165,2.7277666666666667
Fingerprint File,It's Only Rock 'N' Roll,1974,1,27,0.621,0.671,-10.962,0.0477,0.172,0.0742,0.181,0.886,104.669,6.5551
Dancing With Mr. D,Goats Head Soup (Remastered 2009),1973,3,35,0.564,0.924,-3.585,0.0345,0.562,0.649,0.403,0.903,106.022,4.8726666666666665
100 Years Ago - Remastered,Goats Head Soup (Remastered 2009),1973,3,42,0.409,0.799,-4.333,0.0483,0.732,0.765,0.644,0.624,124.334,3.9688833333333333
Coming Down Again - Remastered,Goats Head Soup (Remastered 2009),1973,2,32,0.458,0.427,-7.993,0.0247,0.867,0.915,0.11,0.36,71.514,5.9028833333333335
Doo Doo Doo Doo Doo (Heartbreaker),Goats Head Soup (Remastered 2009),1973,3,53,0.439,0.827,-4.593,0.0335,0.0646,0.374,0.0844,0.54,111.297,3.4411
Angie,Goats Head Soup (Remastered 2009),1973,2,71,0.429,0.554,-6.128,0.0291,0.67,0.000152,0.105,0.407,136.302,4.533333333333333
Silver Train - Remastered,Goats Head Soup (Remastered 2009),1973,3,32,0.41,0.94,-3.034,0.0417,0.349,0.762,0.635,0.804,147.623,4.437766666666667
Hide Your Love - Remastered,Goats Head Soup (Remastered 2009),1973,3,32,0.527,0.752,-5.262,0.0298,0.824,0.757,0.229,0.745,109.572,4.1971
Winter - Remastered,Goats Head Soup (Remastered 2009),1973,2,38,0.329,0.658,-6.017,0.0351,0.797,0.612,0.161,0.633,150.236,5.49
Can You Hear The Music - Remastered,Goats Head Soup (Remastered 2009),1973,2,29,0.322,0.69,-6.672,0.032,0.733,0.554,0.61,0.492,73.279,5.528433333333333
Star Star - Remastered,Goats Head Soup (Remastered 2009),1973,3,39,0.565,0.95,-4.285,0.103,0.646,0.448,0.359,0.751,142.27,4.394433333333334
Dancing With Mr D,Goats Head Soup,1973,1,15,0.581,0.809,-9.05,0.0321,0.338,0.704,0.0561,0.932,105.625,4.884883333333334
100 Years Ago,Goats Head Soup,1973,2,32,0.4,0.642,-9.39,0.0352,0.586,0.619,0.53,0.604,105.139,3.984
Coming Down Again,Goats Head Soup,1973,2,14,0.464,0.302,-13.082,0.0267,0.83,0.779,0.103,0.374,73.047,5.9011
Doo Doo Doo Doo Doo (Heartbreaker),Goats Head Soup,1973,1,18,0.447,0.537,-11.627,0.0282,0.0181,0.756,0.133,0.643,111.085,3.4462166666666665
Angie - Remastered,Goats Head Soup,1973,2,44,0.43,0.396,-11.915,0.0295,0.527,0.000101,0.143,0.429,138.241,4.552216666666666
Silver Train,Goats Head Soup,1973,3,13,0.437,0.8,-8.833,0.0332,0.166,0.144,0.67,0.848,147.171,4.446666666666666
Hide Your Love,Goats Head Soup,1973,2,13,0.549,0.561,-11.234,0.0273,0.676,0.823,0.216,0.771,109.596,4.207333333333334
Winter,Goats Head Soup,1973,2,19,0.38,0.499,-11.393,0.036,0.597,0.114,0.183,0.594,74.544,5.51155
Can You Hear The Music,Goats Head Soup,1973,2,11,0.294,0.565,-10.97,0.0317,0.537,0.512,0.369,0.515,72.666,5.517766666666667
Star Star,Goats Head Soup,1973,1,25,0.592,0.9,-8.302,0.0488,0.559,0.0358,0.195,0.861,141.785,4.4188833333333335
Rocks Off,Exile On Main Street (2010 Re-Mastered),1972,3,52,0.485,0.943,-4.423,0.0416,0.0639,0.179,0.144,0.889,141.982,4.532216666666667
Rip This Joint,Exile On Main Street (2010 Re-Mastered),1972,3,49,0.548,0.952,-2.958,0.0422,0.118,0.837,0.301,0.906,98.04,2.3882166666666667
Shake Your Hips,Exile On Main Street (2010 Re-Mastered),1972,3,43,0.374,0.787,-7.054,0.0617,0.69,0.831,0.203,0.763,180.496,2.9833333333333334
Casino Boogie,Exile On Main Street (2010 Re-Mastered),1972,3,40,0.53,0.691,-5.409,0.0307,0.374,0.111,0.29,0.581,117.046,3.5744333333333334
Tumbling Dice,Exile On Main Street (2010 Re-Mastered),1972,3,63,0.615,0.91,-4.248,0.0347,0.5,0.511,0.281,0.77,111.013,3.7722166666666666
Sweet Virginia,Exile On Main Street (2010 Re-Mastered),1972,2,56,0.477,0.74,-5.397,0.0446,0.502,1.31e-06,0.263,0.56,107.384,4.442666666666667
Torn And Frayed,Exile On Main Street (2010 Re-Mastered),1972,3,41,0.454,0.766,-3.862,0.0272,0.664,0.904,0.594,0.776,90.677,4.287333333333334
Sweet Black Angel,Exile On Main Street (2010 Re-Mastered),1972,2,40,0.498,0.728,-7.387,0.0373,0.65,0.000172,0.114,0.609,174.33,2.9611
Loving Cup,Exile On Main Street (2010 Re-Mastered),1972,3,42,0.471,0.843,-5.702,0.041,0.636,0.0402,0.773,0.632,156.695,4.404433333333333
Happy,Exile On Main Street (2010 Re-Mastered),1972,3,41,0.555,0.897,-3.469,0.0293,0.361,0.94,0.536,0.965,131.712,3.0771
Turd On The Run,Exile On Main Street (2010 Re-Mastered),1972,3,37,0.517,0.781,-6.33,0.0405,0.65,0.977,0.341,0.742,119.364,2.61955
Ventilator Blues,Exile On Main Street (2010 Re-Mastered),1972,3,43,0.618,0.678,-5.199,0.0316,0.6,0.723,0.501,0.79,133.453,3.40955
I Just Want To See His Face,Exile On Main Street (2010 Re-Mastered),1972,1,36,0.654,0.542,-14.696,0.0419,0.689,0.584,0.204,0.877,78.015,2.8771
Let It Loose,Exile On Main Street (2010 Re-Mastered),1972,2,42,0.352,0.656,-5.721,0.0289,0.869,0.8,0.221,0.363,76.121,5.286216666666666
All Down The Line,Exile On Main Street (2010 Re-Mastered),1972,3,42,0.519,0.973,-3.044,0.0562,0.39,0.978,0.784,0.822,140.221,3.824883333333333
Stop Breaking Down,Exile On Main Street (2010 Re-Mastered),1972,3,38,0.522,0.891,-4.085,0.0322,0.509,0.908,0.111,0.91,104.411,4.57955
Shine A Light,Exile On Main Street (2010 Re-Mastered),1972,2,53,0.365,0.839,-5.148,0.0691,0.522,0.000469,0.292,0.575,81.772,4.280433333333334
Soul Survivor,Exile On Main Street (2010 Re-Mastered),1972,3,37,0.337,0.919,-3.94,0.0431,0.183,0.186,0.286,0.525,114.748,3.814
Rocks Off,Exile On Main Street (Bonus Track Version),1972,3,12,0.485,0.943,-4.423,0.0416,0.0639,0.179,0.144,0.889,141.982,4.532216666666667
Rip This Joint,Exile On Main Street (Bonus Track Version),1972,3,7,0.548,0.952,-2.958,0.0422,0.118,0.837,0.301,0.906,98.04,2.3882166666666667
Shake Your Hips,Exile On Main Street (Bonus Track Version),1972,3,6,0.374,0.787,-7.054,0.0617,0.69,0.831,0.203,0.763,180.496,2.9833333333333334
Casino Boogie,Exile On Main Street (Bonus Track Version),1972,3,5,0.53,0.691,-5.409,0.0307,0.374,0.111,0.29,0.581,117.046,3.5744333333333334
Tumbling Dice,Exile On Main Street (Bonus Track Version),1972,3,5,0.615,0.91,-4.248,0.0347,0.5,0.511,0.281,0.77,111.013,3.7722166666666666
Sweet Virginia,Exile On Main Street (Bonus Track Version),1972,2,9,0.477,0.74,-5.397,0.0446,0.502,1.31e-06,0.263,0.56,107.384,4.442666666666667
Torn And Frayed,Exile On Main Street (Bonus Track Version),1972,3,5,0.454,0.766,-3.862,0.0272,0.664,0.904,0.594,0.776,90.677,4.287333333333334
Sweet Black Angel,Exile On Main Street (Bonus Track Version),1972,2,5,0.498,0.728,-7.387,0.0373,0.65,0.000172,0.114,0.609,174.33,2.9611
Loving Cup,Exile On Main Street (Bonus Track Version),1972,3,6,0.471,0.843,-5.702,0.041,0.636,0.0402,0.773,0.632,156.695,4.404433333333333
Happy,Exile On Main Street (Bonus Track Version),1972,3,7,0.555,0.897,-3.469,0.0293,0.361,0.94,0.536,0.965,131.712,3.0771
Turd On The Run,Exile On Main Street (Bonus Track Version),1972,3,4,0.517,0.781,-6.33,0.0405,0.65,0.977,0.341,0.742,119.364,2.61955
Ventilator Blues,Exile On Main Street (Bonus Track Version),1972,3,8,0.618,0.678,-5.199,0.0316,0.6,0.723,0.501,0.79,133.453,3.40955
I Just Want To See His Face,Exile On Main Street (Bonus Track Version),1972,1,4,0.654,0.542,-14.696,0.0419,0.689,0.584,0.204,0.877,78.015,2.8771
Let It Loose,Exile On Main Street (Bonus Track Version),1972,2,5,0.352,0.656,-5.721,0.0289,0.869,0.8,0.221,0.363,76.121,5.286216666666666
All Down The Line,Exile On Main Street (Bonus Track Version),1972,3,7,0.519,0.973,-3.044,0.0562,0.39,0.978,0.784,0.822,140.221,3.824883333333333
Stop Breaking Down,Exile On Main Street (Bonus Track Version),1972,3,4,0.522,0.891,-4.085,0.0322,0.509,0.908,0.111,0.91,104.411,4.57955
Shine A Light,Exile On Main Street (Bonus Track Version),1972,2,11,0.365,0.839,-5.148,0.0691,0.522,0.000469,0.292,0.575,81.772,4.280433333333334
Soul Survivor,Exile On Main Street (Bonus Track Version),1972,3,4,0.337,0.919,-3.94,0.0431,0.183,0.186,0.286,0.525,114.748,3.814
Pass The Wine (Sophia Loren),Exile On Main Street (Bonus Track Version),1972,3,4,0.598,0.804,-6.094,0.0703,0.101,0.0783,0.256,0.919,125.439,4.907766666666666
Plundered My Soul,Exile On Main Street (Bonus Track Version),1972,3,5,0.257,0.869,-4.268,0.0389,0.363,1.09e-05,0.45,0.731,201.97,3.9811
I'm Not Signifying,Exile On Main Street (Bonus Track Version),1972,2,3,0.355,0.603,-5.566,0.032,0.545,0.00231,0.0903,0.645,78.063,3.9204333333333334
Following The River,Exile On Main Street (Bonus Track Version),1972,2,4,0.292,0.512,-5.844,0.0275,0.724,8.2e-05,0.159,0.25,141.411,4.86155
Dancing In The Light,Exile On Main Street (Bonus Track Version),1972,3,3,0.38,0.945,-3.398,0.0449,0.0274,2.18e-05,0.234,0.845,83.552,4.358433333333333
So Divine (Aladdin Story),Exile On Main Street (Bonus Track Version),1972,3,3,0.265,0.885,-4.413,0.0348,0.00746,0.00177,0.471,0.805,174.766,4.5277666666666665
Loving Cup - Alternate Take,Exile On Main Street (Bonus Track Version),1972,0,4,0.304,0.829,-4.843,0.0624,0.184,4.51e-05,0.326,0.476,152.021,5.426666666666667
Soul Survivor - Alternate Take,Exile On Main Street (Bonus Track Version),1972,3,2,0.319,0.888,-4.9,0.0353,0.0517,0.0199,0.202,0.615,115.509,3.9811
Good Time Women,Exile On Main Street (Bonus Track Version),1972,3,5,0.394,0.956,-4.424,0.0477,0.0546,6.58e-06,0.328,0.917,122.963,3.3577666666666666
Title 5,Exile On Main Street (Bonus Track Version),1972,3,4,0.466,0.831,-7.849,0.0343,0.473,0.831,0.322,0.885,95.548,1.7904333333333333
All Down The Line - Alternate Take - Bonus Track,Exile On Main Street (Bonus Track Version),1972,3,3,0.366,0.932,-5.34,0.0343,0.00207,0.817,0.161,0.905,149.044,4.164883333333333
Rocks Off,Exile On Main Street (Deluxe Version),1972,3,35,0.485,0.943,-4.423,0.0416,0.0639,0.179,0.144,0.889,141.982,4.532216666666667
Rip This Joint,Exile On Main Street (Deluxe Version),1972,3,32,0.548,0.952,-2.958,0.0422,0.118,0.837,0.301,0.906,98.04,2.3882166666666667
Shake Your Hips,Exile On Main Street (Deluxe Version),1972,3,31,0.374,0.787,-7.054,0.0617,0.69,0.831,0.203,0.763,180.496,2.9833333333333334
Casino Boogie,Exile On Main Street (Deluxe Version),1972,3,29,0.53,0.691,-5.409,0.0307,0.374,0.111,0.29,0.581,117.046,3.5744333333333334
Tumbling Dice,Exile On Main Street (Deluxe Version),1972,3,36,0.615,0.91,-4.248,0.0347,0.5,0.511,0.281,0.77,111.013,3.7722166666666666
Sweet Virginia,Exile On Main Street (Deluxe Version),1972,2,35,0.477,0.74,-5.397,0.0446,0.502,1.31e-06,0.263,0.56,107.384,4.442666666666667
Torn And Frayed,Exile On Main Street (Deluxe Version),1972,3,31,0.454,0.766,-3.862,0.0272,0.664,0.904,0.594,0.776,90.677,4.287333333333334
Sweet Black Angel,Exile On Main Street (Deluxe Version),1972,2,29,0.498,0.728,-7.387,0.0373,0.65,0.000172,0.114,0.609,174.33,2.9611
Loving Cup,Exile On Main Street (Deluxe Version),1972,3,50,0.471,0.843,-5.702,0.041,0.636,0.0402,0.773,0.632,156.695,4.404433333333333
Happy,Exile On Main Street (Deluxe Version),1972,3,49,0.555,0.897,-3.469,0.0293,0.361,0.94,0.536,0.965,131.712,3.0771
Turd On The Run,Exile On Main Street (Deluxe Version),1972,3,27,0.517,0.781,-6.33,0.0405,0.65,0.977,0.341,0.742,119.364,2.61955
Ventilator Blues,Exile On Main Street (Deluxe Version),1972,3,30,0.618,0.678,-5.199,0.0316,0.6,0.723,0.501,0.79,133.453,3.40955
I Just Want To See His Face,Exile On Main Street (Deluxe Version),1972,1,26,0.654,0.542,-14.696,0.0419,0.689,0.584,0.204,0.877,78.015,2.8771
Let It Loose,Exile On Main Street (Deluxe Version),1972,2,30,0.352,0.656,-5.721,0.0289,0.869,0.8,0.221,0.363,76.121,5.286216666666666
All Down The Line,Exile On Main Street (Deluxe Version),1972,3,28,0.519,0.973,-3.044,0.0562,0.39,0.978,0.784,0.822,140.221,3.824883333333333
Stop Breaking Down,Exile On Main Street (Deluxe Version),1972,3,27,0.522,0.891,-4.085,0.0322,0.509,0.908,0.111,0.91,104.411,4.57955
Shine A Light,Exile On Main Street (Deluxe Version),1972,2,31,0.365,0.839,-5.148,0.0691,0.522,0.000469,0.292,0.575,81.772,4.280433333333334
Soul Survivor,Exile On Main Street (Deluxe Version),1972,3,26,0.337,0.919,-3.94,0.0431,0.183,0.186,0.286,0.525,114.748,3.814
Pass The Wine (Sophia Loren),Exile On Main Street (Deluxe Version),1972,3,27,0.598,0.804,-6.094,0.0703,0.101,0.0783,0.256,0.919,125.439,4.907766666666666
Plundered My Soul,Exile On Main Street (Deluxe Version),1972,3,32,0.257,0.869,-4.268,0.0389,0.363,1.09e-05,0.45,0.731,201.97,3.9811
I'm Not Signifying,Exile On Main Street (Deluxe Version),1972,2,25,0.355,0.603,-5.566,0.032,0.545,0.00231,0.0903,0.645,78.063,3.9204333333333334
Following The River,Exile On Main Street (Deluxe Version),1972,2,26,0.292,0.512,-5.844,0.0275,0.724,8.2e-05,0.159,0.25,141.411,4.86155
Dancing In The Light,Exile On Main Street (Deluxe Version),1972,3,26,0.38,0.945,-3.398,0.0449,0.0274,2.18e-05,0.234,0.845,83.552,4.358433333333333
So Divine (Aladdin Story),Exile On Main Street (Deluxe Version),1972,3,25,0.265,0.885,-4.413,0.0348,0.00746,0.00177,0.471,0.805,174.766,4.5277666666666665
Loving Cup - Alternate Take,Exile On Main Street (Deluxe Version),1972,0,25,0.304,0.829,-4.843,0.0624,0.184,4.51e-05,0.326,0.476,152.021,5.426666666666667
Soul Survivor - Alternate Take,Exile On Main Street (Deluxe Version),1972,3,22,0.319,0.888,-4.9,0.0353,0.0517,0.0199,0.202,0.615,115.509,3.9811
Good Time Women,Exile On Main Street (Deluxe Version),1972,3,25,0.394,0.956,-4.424,0.0477,0.0546,6.58e-06,0.328,0.917,122.963,3.3577666666666666
Title 5,Exile On Main Street (Deluxe Version),1972,3,24,0.466,0.831,-7.849,0.0343,0.473,0.831,0.322,0.885,95.548,1.7904333333333333
The Boudoir Stomp,Jamming With Edward,1972,1,22,0.62,0.591,-12.908,0.0583,0.432,0.91,0.102,0.812,132.329,5.2642
It Hurts Me Too,Jamming With Edward,1972,2,35,0.462,0.261,-14.986,0.0545,0.673,0.629,0.126,0.405,168.166,5.23955
Edward's Thrump Up,Jamming With Edward,1972,1,20,0.441,0.616,-12.812,0.034,0.226,0.911,0.129,0.787,120.942,8.222883333333334
Blow With Ry,Jamming With Edward,1972,2,22,0.576,0.605,-12.491,0.0595,0.469,0.635,0.119,0.712,90.374,11.131966666666667
Interlude A La El Hopo / Loveliest Night Of The Year,Jamming With Edward,1972,2,16,0.421,0.252,-21.548,0.0495,0.663,0.193,0.143,0.495,82.951,2.0997
Highland Fling,Jamming With Edward,1972,1,18,0.482,0.707,-12.707,0.0262,0.325,0.934,0.123,0.649,148.61,4.298466666666667
Brown Sugar - 2009 Remaster,Sticky Fingers (Remastered),1971,3,66,0.633,0.934,-3.594,0.0344,0.219,0.00021,0.0592,0.963,128.606,3.8111
Sway - 2009 Mix,Sticky Fingers (Remastered),1971,3,46,0.33,0.895,-3.435,0.0399,0.221,0.737,0.408,0.54,144.945,3.87555
Wild Horses - 2009 Mix,Sticky Fingers (Remastered),1971,2,69,0.432,0.389,-6.517,0.0255,0.687,0.0107,0.0788,0.158,139.506,5.6962166666666665
Can't You Hear Me Knocking - 2009 Mix,Sticky Fingers (Remastered),1971,3,63,0.545,0.757,-5.228,0.0396,0.408,0.045,0.16,0.714,152.217,7.266666666666667
